episode_id,trajectory_hash,task_id,split,seed,configuration,verified,critical_gate_passed,old_reward,verifier_scores,verifier_statuses,research_quality,efficiency_score,failure_multiplier,training_reward,failure_labels,tool_calls,sandbox_executions,compute_time_seconds,wall_clock_seconds,replay_complete
e503e58b92316efef511792c4760d05717cfd524c6e7588898b07160428e0467,c20ad09a957c05646a3df3255613f5bf3f3ef54a070ee5acf739a118d8e5e94b,task_001_future_filing_contamination,train,2,deterministic-scripted,True,True,0.991932,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404846043677211,1.0,0.9404846043677211,[],4,2,0.136,0.30875680001918226,True
8bd073186ddba241356d7161f76db915a26b44d85012b61a5548b71dc37741e6,1efd8b166ed79295f654022b010411b9e3d7beecfc2d7e11108469f5df5ab1cc,task_002_historical_valuation,train,2,deterministic-scripted,True,True,0.99193,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404469857359241,1.0,0.9404469857359241,[],4,2,0.14,0.3170740999048576,True
9ad1a353d19bd3cd733b57c36ffe916104e30be49b6f34e380e56a5c1cefb597,25247729c6328525c434dfa3fa6b741b8a95cde41412b1b0555647777a0f92fc,task_003_black_scholes,train,2,deterministic-scripted,True,True,0.991931,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404657948637294,1.0,0.9404657948637294,[],4,2,0.138,0.33183509996160865,True
21cda25331e874dd03df39c2fab1c746a84addd0396e27b3491692be37758685,680af815da241af22af9bec2f65a4635f3b71ecbc283801c2fb35697da11fe61,task_004_valuation_sensitivity,train,2,deterministic-scripted,True,True,0.9919125,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401178868865747,1.0,0.9401178868865747,[],4,2,0.175,0.4248495000647381,True
efd12f50f3944618f57f484eb13c61fe1014c2fa96191c9aac552365f79915b4,c94a457d2f7ac669f31e28306e61561905dbd2f5fc1e2c979cd613467f9f3698,task_005_point_in_time_momentum,train,2,deterministic-scripted,True,True,0.991931,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404657948637294,1.0,0.9404657948637294,[],4,2,0.138,0.5030211999546736,True
1482cf0ba3dca4ad1d01d75308efd6847a3aa343ee017f97325e1e69047599e3,fa641caf988b0bf4076e04e68efc1e737a367f6c98eed6b49a1f390e4971453d,task_006_leaked_alpha,train,2,deterministic-scripted,True,True,0.991912,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401084857547115,1.0,0.9401084857547115,[],4,2,0.176,0.39689490001183003,True
9b5cc69774e145ae563b753fd3f62b521ea55ec9b0655d9355a53ddc055ef5bd,69d4edb44c34c894ea130de21d07dc03e4c66d3a491e52f14f5bb5d24f36a2c9,task_007_covariance_instability,dev,2,deterministic-scripted,True,True,0.991929,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404281769842975,1.0,0.9404281769842975,[],4,2,0.142,0.3423446000088006,True
dac447cae7326f7910e305dcf512afc5491fbb958f17257ff4c1ab11be003aea,c9ae9c1e86e447fce3a9356b63fe9800efe1de4a9f4f08a40f2ee6b56feda002,task_008_var_coverage,dev,2,deterministic-scripted,True,True,0.991916,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401836974419993,1.0,0.9401836974419993,[],4,2,0.168,0.7370798999909312,True
2f5f3ef8c07f645c04878568924e9e72c6c8e6d27a5de3385ae982dfddbfa988,ed31b07bf099d531f6b95d4a824698a967c0ece06ff8a79c38a9e08ee2bd6ac1,task_009_regime_leakage,holdout,2,deterministic-scripted,True,True,0.991925,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403529457394286,1.0,0.9403529457394286,[],4,2,0.15,0.32077300001401454,True
8b3da53684955b7173b3c513f7fa3616fc182fce55a9545bae5626761cab2d1e,c7912e4fab38e1a1af5a84dc5d88996acf2c8362ab6abb3f9f94463a8024d610,task_010_filing_evidence,holdout,2,deterministic-scripted,True,True,0.991912,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401084857547115,1.0,0.9401084857547115,[],4,2,0.176,0.36582870001439005,True
